[2025-09-10 01:02:23] Agent starting... ServerBase=https://pc-admin-server.onrender.com
[2025-09-17 01:20:24] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:24] [Offline] approx 254s
[2025-09-17 01:20:25] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120349,"Time":"2025-09-17T01:20:25.8371359\u002B08:00","VolumePercent":50}
[2025-09-17 01:20:29] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:29] [Offline] approx 259s
[2025-09-17 01:20:30] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120354,"Time":"2025-09-17T01:20:30.8919187\u002B08:00","VolumePercent":50}
[2025-09-17 01:20:34] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:34] [Offline] approx 264s
[2025-09-17 01:20:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120359,"Time":"2025-09-17T01:20:35.9605408\u002B08:00","VolumePercent":50}
[2025-09-17 01:20:40] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:40] [Offline] approx 269s
[2025-09-17 01:20:41] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120364,"Time":"2025-09-17T01:20:41.0174855\u002B08:00","VolumePercent":50}
[2025-09-17 01:20:45] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:45] [Offline] approx 274s
[2025-09-17 01:20:46] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120369,"Time":"2025-09-17T01:20:46.0819906\u002B08:00","VolumePercent":50}
[2025-09-17 01:20:50] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:50] [Offline] approx 279s
[2025-09-17 01:20:51] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120374,"Time":"2025-09-17T01:20:51.1251926\u002B08:00","VolumePercent":50}
[2025-09-17 01:20:55] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:20:55] [Offline] approx 284s
[2025-09-17 01:20:56] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120379,"Time":"2025-09-17T01:20:56.1835605\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:00] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:00] [Offline] approx 289s
[2025-09-17 01:21:01] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120384,"Time":"2025-09-17T01:21:01.2467602\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:05] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:05] [Offline] approx 294s
[2025-09-17 01:21:06] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120389,"Time":"2025-09-17T01:21:06.2927564\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:10] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:10] [Offline] approx 300s
[2025-09-17 01:21:11] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120394,"Time":"2025-09-17T01:21:11.3659082\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:15] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:15] [Offline] approx 305s
[2025-09-17 01:21:16] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120400,"Time":"2025-09-17T01:21:16.4327528\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:20] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:20] [Offline] approx 310s
[2025-09-17 01:21:21] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120405,"Time":"2025-09-17T01:21:21.4962904\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:25] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:25] [Offline] approx 315s
[2025-09-17 01:21:26] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120410,"Time":"2025-09-17T01:21:26.5623206\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:30] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:30] [Offline] approx 320s
[2025-09-17 01:21:31] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120415,"Time":"2025-09-17T01:21:31.6087754\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:35] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:35] [Offline] approx 325s
[2025-09-17 01:21:36] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120420,"Time":"2025-09-17T01:21:36.6687685\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:40] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:40] [Offline] approx 330s
[2025-09-17 01:21:41] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120425,"Time":"2025-09-17T01:21:41.7373389\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:45] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:45] [Offline] approx 335s
[2025-09-17 01:21:46] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120430,"Time":"2025-09-17T01:21:46.7987154\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:50] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:50] [Offline] approx 340s
[2025-09-17 01:21:51] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120435,"Time":"2025-09-17T01:21:51.8720630\u002B08:00","VolumePercent":50}
[2025-09-17 01:21:55] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:21:55] [Offline] approx 345s
[2025-09-17 01:21:56] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120440,"Time":"2025-09-17T01:21:56.9421979\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:00] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:00] [Offline] approx 350s
[2025-09-17 01:22:02] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120445,"Time":"2025-09-17T01:22:02.0028328\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:06] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:06] [Offline] approx 355s
[2025-09-17 01:22:07] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120450,"Time":"2025-09-17T01:22:07.0538313\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:11] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:11] [Offline] approx 360s
[2025-09-17 01:22:12] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120455,"Time":"2025-09-17T01:22:12.1169976\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:16] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:16] [Offline] approx 365s
[2025-09-17 01:22:17] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120460,"Time":"2025-09-17T01:22:17.1630529\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:21] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:21] [Offline] approx 370s
[2025-09-17 01:22:22] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120465,"Time":"2025-09-17T01:22:22.2242120\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:26] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:26] [Offline] approx 375s
[2025-09-17 01:22:27] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120470,"Time":"2025-09-17T01:22:27.2914469\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:31] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:31] [Offline] approx 381s
[2025-09-17 01:22:32] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120475,"Time":"2025-09-17T01:22:32.3777242\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:36] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:36] [Offline] approx 386s
[2025-09-17 01:22:37] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120481,"Time":"2025-09-17T01:22:37.4592466\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:41] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:41] [Offline] approx 391s
[2025-09-17 01:22:42] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120486,"Time":"2025-09-17T01:22:42.5228241\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:46] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:46] [Offline] approx 396s
[2025-09-17 01:22:47] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120491,"Time":"2025-09-17T01:22:47.5986613\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:51] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:51] [Offline] approx 401s
[2025-09-17 01:22:52] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120496,"Time":"2025-09-17T01:22:52.6671929\u002B08:00","VolumePercent":50}
[2025-09-17 01:22:56] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:22:56] [Offline] approx 406s
[2025-09-17 01:22:57] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120501,"Time":"2025-09-17T01:22:57.7453297\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:01] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:01] [Offline] approx 411s
[2025-09-17 01:23:02] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120506,"Time":"2025-09-17T01:23:02.8186387\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:06] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:06] [Offline] approx 416s
[2025-09-17 01:23:07] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120511,"Time":"2025-09-17T01:23:07.8949060\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:11] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:11] [Offline] approx 421s
[2025-09-17 01:23:12] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120516,"Time":"2025-09-17T01:23:12.9685320\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:17] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:17] [Offline] approx 426s
[2025-09-17 01:23:18] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120521,"Time":"2025-09-17T01:23:18.0324884\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:22] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:22] [Offline] approx 431s
[2025-09-17 01:23:23] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120526,"Time":"2025-09-17T01:23:23.0854374\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:27] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:27] [Offline] approx 436s
[2025-09-17 01:23:28] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120531,"Time":"2025-09-17T01:23:28.1551635\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:32] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:32] [Offline] approx 441s
[2025-09-17 01:23:33] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120536,"Time":"2025-09-17T01:23:33.2255732\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:37] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:37] [Offline] approx 446s
[2025-09-17 01:23:38] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120541,"Time":"2025-09-17T01:23:38.2945075\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:42] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:42] [Offline] approx 452s
[2025-09-17 01:23:43] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120546,"Time":"2025-09-17T01:23:43.3510291\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:47] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:47] [Offline] approx 457s
[2025-09-17 01:23:48] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120552,"Time":"2025-09-17T01:23:48.4426164\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:52] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:52] [Offline] approx 462s
[2025-09-17 01:23:53] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120557,"Time":"2025-09-17T01:23:53.5036395\u002B08:00","VolumePercent":50}
[2025-09-17 01:23:57] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:23:57] [Offline] approx 467s
[2025-09-17 01:23:58] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120562,"Time":"2025-09-17T01:23:58.5749629\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:02] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:02] [Offline] approx 472s
[2025-09-17 01:24:03] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120567,"Time":"2025-09-17T01:24:03.6270024\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:07] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:07] [Offline] approx 477s
[2025-09-17 01:24:08] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120572,"Time":"2025-09-17T01:24:08.6861637\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:12] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:12] [Offline] approx 482s
[2025-09-17 01:24:13] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120577,"Time":"2025-09-17T01:24:13.7791367\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:17] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:17] [Offline] approx 487s
[2025-09-17 01:24:18] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120582,"Time":"2025-09-17T01:24:18.8615463\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:22] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:22] [Offline] approx 492s
[2025-09-17 01:24:23] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120587,"Time":"2025-09-17T01:24:23.9639903\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:28] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:28] [Offline] approx 497s
[2025-09-17 01:24:29] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120592,"Time":"2025-09-17T01:24:29.0388345\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:33] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:33] [Offline] approx 502s
[2025-09-17 01:24:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120597,"Time":"2025-09-17T01:24:34.0964815\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:38] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:38] [Offline] approx 507s
[2025-09-17 01:24:39] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120602,"Time":"2025-09-17T01:24:39.1376324\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:43] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:43] [Offline] approx 512s
[2025-09-17 01:24:44] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120607,"Time":"2025-09-17T01:24:44.2102864\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:48] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:48] [Offline] approx 517s
[2025-09-17 01:24:49] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120612,"Time":"2025-09-17T01:24:49.2764406\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:53] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:53] [Offline] approx 523s
[2025-09-17 01:24:54] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120617,"Time":"2025-09-17T01:24:54.3423820\u002B08:00","VolumePercent":50}
[2025-09-17 01:24:58] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:24:58] [Offline] approx 528s
[2025-09-17 01:24:59] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120622,"Time":"2025-09-17T01:24:59.4048535\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:03] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:03] [Offline] approx 533s
[2025-09-17 01:25:04] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120628,"Time":"2025-09-17T01:25:04.4863466\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:08] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:08] [Offline] approx 538s
[2025-09-17 01:25:09] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120633,"Time":"2025-09-17T01:25:09.5762466\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:13] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:13] [Offline] approx 543s
[2025-09-17 01:25:14] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120638,"Time":"2025-09-17T01:25:14.6460222\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:18] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:18] [Offline] approx 548s
[2025-09-17 01:25:19] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120643,"Time":"2025-09-17T01:25:19.7149721\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:23] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:23] [Offline] approx 553s
[2025-09-17 01:25:24] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120648,"Time":"2025-09-17T01:25:24.7583279\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:28] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:28] [Offline] approx 558s
[2025-09-17 01:25:29] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120653,"Time":"2025-09-17T01:25:29.8157092\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:33] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:33] [Offline] approx 563s
[2025-09-17 01:25:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120658,"Time":"2025-09-17T01:25:34.9244126\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:38] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:38] [Offline] approx 568s
[2025-09-17 01:25:39] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120663,"Time":"2025-09-17T01:25:39.9866260\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:44] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:44] [Offline] approx 573s
[2025-09-17 01:25:45] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120668,"Time":"2025-09-17T01:25:45.0568975\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:49] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:49] [Offline] approx 578s
[2025-09-17 01:25:50] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120673,"Time":"2025-09-17T01:25:50.1121510\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:54] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:54] [Offline] approx 583s
[2025-09-17 01:25:55] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120678,"Time":"2025-09-17T01:25:55.2184263\u002B08:00","VolumePercent":50}
[2025-09-17 01:25:59] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:25:59] [Offline] approx 588s
[2025-09-17 01:26:00] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120683,"Time":"2025-09-17T01:26:00.2991961\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:04] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:04] [Offline] approx 594s
[2025-09-17 01:26:05] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120688,"Time":"2025-09-17T01:26:05.3689371\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:09] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:09] [Offline] approx 599s
[2025-09-17 01:26:10] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120694,"Time":"2025-09-17T01:26:10.4528658\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:14] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:14] [Offline] approx 604s
[2025-09-17 01:26:15] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120699,"Time":"2025-09-17T01:26:15.5505424\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:19] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:19] [Offline] approx 609s
[2025-09-17 01:26:20] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120704,"Time":"2025-09-17T01:26:20.6421448\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:24] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:24] [Offline] approx 614s
[2025-09-17 01:26:25] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120709,"Time":"2025-09-17T01:26:25.7361112\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:29] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:29] [Offline] approx 619s
[2025-09-17 01:26:30] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120714,"Time":"2025-09-17T01:26:30.8434572\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:34] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:34] [Offline] approx 624s
[2025-09-17 01:26:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120719,"Time":"2025-09-17T01:26:35.9346731\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:40] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:40] [Offline] approx 629s
[2025-09-17 01:26:41] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120724,"Time":"2025-09-17T01:26:41.0298955\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:45] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:45] [Offline] approx 634s
[2025-09-17 01:26:46] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120729,"Time":"2025-09-17T01:26:46.1389081\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:50] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:50] [Offline] approx 639s
[2025-09-17 01:26:51] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120734,"Time":"2025-09-17T01:26:51.2502294\u002B08:00","VolumePercent":50}
[2025-09-17 01:26:55] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:26:55] [Offline] approx 644s
[2025-09-17 01:26:56] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":120739,"Time":"2025-09-17T01:26:56.3528649\u002B08:00","VolumePercent":50}
[2025-09-17 01:27:00] [Send error] No connection could be made because the target machine actively refused it. (localhost:44318)
[2025-09-17 01:27:00] [Offline] approx 650s
